SurveyID,CallID,CSAT_Score,FeedbackText
22508,7508,5,"Quick and easy, thanks!"
22509,7509,4,"Quick and easy, thanks!"
22513,7513,5,"Quick and easy, thanks!"
22514,7514,1,Issue not resolved after a long conversation.
22520,7520,5,"Quick and easy, thanks!"
22521,7521,4,"Quick and easy, thanks!"
22526,7526,4,"Quick and easy, thanks!"
22528,7528,3,Wait time was unacceptable.
22530,7530,2,Issue not resolved after a long conversation.
22533,7533,5,"Quick and easy, thanks!"
22538,7538,5,"Quick and easy, thanks!"
22539,7539,5,"Quick and easy, thanks!"
22542,7542,2,Wait time was unacceptable.
22545,7545,2,Wait time was unacceptable.
22549,7549,5,"Quick and easy, thanks!"
22550,7550,4,"Quick and easy, thanks!"
22554,7554,5,"Quick and easy, thanks!"
22572,7572,1,Issue not resolved after a long conversation.
22574,7574,2,Issue not resolved after a long conversation.
22575,7575,5,"Quick and easy, thanks!"
22576,7576,3,Wait time was unacceptable.
22577,7577,3,Wait time was unacceptable.
22580,7580,4,"Quick and easy, thanks!"
22583,7583,3,Wait time was unacceptable.
22586,7586,4,"Quick and easy, thanks!"
22590,7590,5,"Quick and easy, thanks!"
22592,7592,5,"Quick and easy, thanks!"
22593,7593,4,"Quick and easy, thanks!"
22595,7595,5,"Quick and easy, thanks!"
22596,7596,2,Issue not resolved after a long conversation.
22597,7597,3,Wait time was unacceptable.
22599,7599,3,Wait time was unacceptable.
22601,7601,5,"Quick and easy, thanks!"
22603,7603,2,Wait time was unacceptable.
22605,7605,5,"Quick and easy, thanks!"
22613,7613,5,"Quick and easy, thanks!"
22615,7615,5,"Quick and easy, thanks!"
22617,7617,1,Issue not resolved after a long conversation.
22619,7619,4,"Quick and easy, thanks!"
22622,7622,3,Wait time was unacceptable.
22624,7624,4,"Quick and easy, thanks!"
22625,7625,2,Wait time was unacceptable.
22627,7627,2,Wait time was unacceptable.
22629,7629,4,"Quick and easy, thanks!"
22631,7631,5,"Quick and easy, thanks!"
22634,7634,1,Issue not resolved after a long conversation.
22635,7635,4,"Quick and easy, thanks!"
22636,7636,5,"Quick and easy, thanks!"
22639,7639,3,The new account update process is confusing. Agent tried their best.
22643,7643,5,"Quick and easy, thanks!"
22644,7644,4,"Quick and easy, thanks!"
22645,7645,2,Issue not resolved after a long conversation.
22646,7646,5,"Quick and easy, thanks!"
22648,7648,4,"Quick and easy, thanks!"
22650,7650,1,Issue not resolved after a long conversation.
22655,7655,2,Issue not resolved after a long conversation.
22656,7656,3,The new account update process is confusing. Agent tried their best.
22659,7659,2,Wait time was unacceptable.
22661,7661,5,"Quick and easy, thanks!"
22662,7662,1,Issue not resolved after a long conversation.
22664,7664,2,Issue not resolved after a long conversation.
22667,7667,3,Wait time was unacceptable.
22668,7668,5,"Quick and easy, thanks!"
22672,7672,5,"Quick and easy, thanks!"
22674,7674,3,Wait time was unacceptable.
22675,7675,2,Issue not resolved after a long conversation.
22676,7676,5,"Quick and easy, thanks!"
22679,7679,2,Wait time was unacceptable.
22688,7688,1,Issue not resolved after a long conversation.
22690,7690,2,Wait time was unacceptable.
22691,7691,5,"Quick and easy, thanks!"
22692,7692,3,Wait time was unacceptable.
22693,7693,3,Wait time was unacceptable.
22697,7697,5,"Quick and easy, thanks!"
22698,7698,2,Wait time was unacceptable.
22701,7701,2,Wait time was unacceptable.
22702,7702,5,"Quick and easy, thanks!"
22703,7703,5,"Quick and easy, thanks!"
22704,7704,4,"Quick and easy, thanks!"
22708,7708,1,Issue not resolved after a long conversation.
22709,7709,2,Wait time was unacceptable.
22710,7710,5,"Quick and easy, thanks!"
22711,7711,2,Issue not resolved after a long conversation.
22712,7712,3,Wait time was unacceptable.
22715,7715,4,"Quick and easy, thanks!"
22717,7717,5,"Quick and easy, thanks!"
22718,7718,4,"Quick and easy, thanks!"
22720,7720,4,"Quick and easy, thanks!"
22722,7722,5,"Quick and easy, thanks!"
22724,7724,2,Wait time was unacceptable.
22725,7725,4,"Quick and easy, thanks!"
22729,7729,5,"Quick and easy, thanks!"
22731,7731,4,"Quick and easy, thanks!"
22732,7732,5,"Quick and easy, thanks!"
22737,7737,1,The new account update process is confusing. Agent tried their best.
22738,7738,5,"Quick and easy, thanks!"
22741,7741,5,"Quick and easy, thanks!"
22744,7744,5,"Quick and easy, thanks!"
22746,7746,5,"Quick and easy, thanks!"
22753,7753,1,Issue not resolved after a long conversation.
22754,7754,2,Issue not resolved after a long conversation.
22757,7757,4,"Quick and easy, thanks!"
22760,7760,2,Issue not resolved after a long conversation.
22761,7761,5,"Quick and easy, thanks!"
22763,7763,2,Wait time was unacceptable.
22767,7767,3,Wait time was unacceptable.
22769,7769,4,"Quick and easy, thanks!"
22771,7771,3,Wait time was unacceptable.
22773,7773,1,Issue not resolved after a long conversation.
22774,7774,2,Wait time was unacceptable.
22775,7775,4,"Quick and easy, thanks!"
22779,7779,5,"Quick and easy, thanks!"
22781,7781,2,Issue not resolved after a long conversation.
22782,7782,5,"Quick and easy, thanks!"
22784,7784,5,"Quick and easy, thanks!"
22787,7787,4,"Quick and easy, thanks!"
22790,7790,2,Issue not resolved after a long conversation.
22792,7792,1,The new account update process is confusing. Agent tried their best.
22793,7793,1,Issue not resolved after a long conversation.
22794,7794,5,"Quick and easy, thanks!"
22795,7795,4,"Quick and easy, thanks!"
22797,7797,4,"Quick and easy, thanks!"
22799,7799,4,"Quick and easy, thanks!"
22804,7804,3,Wait time was unacceptable.
22812,7812,2,Wait time was unacceptable.
22814,7814,4,"Quick and easy, thanks!"
22815,7815,3,Wait time was unacceptable.
22817,7817,4,"Quick and easy, thanks!"
22818,7818,1,Issue not resolved after a long conversation.
22825,7825,2,Issue not resolved after a long conversation.
22826,7826,5,"Quick and easy, thanks!"
22827,7827,4,"Quick and easy, thanks!"
22828,7828,5,"Quick and easy, thanks!"
22830,7830,2,Issue not resolved after a long conversation.
22835,7835,4,"Quick and easy, thanks!"
22836,7836,3,Wait time was unacceptable.
22837,7837,2,Wait time was unacceptable.
22838,7838,2,The new account update process is confusing. Agent tried their best.
22840,7840,5,"Quick and easy, thanks!"
22841,7841,4,"Quick and easy, thanks!"
22842,7842,4,"Quick and easy, thanks!"
22846,7846,2,Issue not resolved after a long conversation.
22848,7848,1,Issue not resolved after a long conversation.
22849,7849,2,The new account update process is confusing. Agent tried their best.
22850,7850,2,Wait time was unacceptable.
22852,7852,5,"Quick and easy, thanks!"
22855,7855,2,Wait time was unacceptable.
22858,7858,2,Issue not resolved after a long conversation.
22862,7862,3,Wait time was unacceptable.
22866,7866,1,Issue not resolved after a long conversation.
22867,7867,2,Wait time was unacceptable.
22870,7870,3,Wait time was unacceptable.
22871,7871,1,Issue not resolved after a long conversation.
22876,7876,1,Issue not resolved after a long conversation.
22877,7877,2,Wait time was unacceptable.
22878,7878,2,Wait time was unacceptable.
22879,7879,3,Wait time was unacceptable.
22880,7880,5,"Quick and easy, thanks!"
22881,7881,5,"Quick and easy, thanks!"
22884,7884,5,"Quick and easy, thanks!"
22888,7888,5,"Quick and easy, thanks!"
22891,7891,2,Wait time was unacceptable.
22893,7893,2,Issue not resolved after a long conversation.
22894,7894,3,Wait time was unacceptable.
22895,7895,5,"Quick and easy, thanks!"
22899,7899,2,Issue not resolved after a long conversation.
22900,7900,2,Wait time was unacceptable.
22901,7901,2,Issue not resolved after a long conversation.
22908,7908,1,Issue not resolved after a long conversation.
22911,7911,5,"Quick and easy, thanks!"
22916,7916,1,Issue not resolved after a long conversation.
22918,7918,1,Issue not resolved after a long conversation.
22919,7919,4,"Quick and easy, thanks!"
22920,7920,3,Wait time was unacceptable.
22921,7921,5,"Quick and easy, thanks!"
22925,7925,4,"Quick and easy, thanks!"
22926,7926,2,Issue not resolved after a long conversation.
22935,7935,5,"Quick and easy, thanks!"
22936,7936,5,"Quick and easy, thanks!"
22937,7937,4,"Quick and easy, thanks!"
22939,7939,2,Issue not resolved after a long conversation.
22940,7940,5,"Quick and easy, thanks!"
22941,7941,5,"Quick and easy, thanks!"
22945,7945,3,Wait time was unacceptable.
22951,7951,3,Wait time was unacceptable.
22952,7952,2,Issue not resolved after a long conversation.
22954,7954,2,Issue not resolved after a long conversation.
22959,7959,5,"Quick and easy, thanks!"
22960,7960,5,"Quick and easy, thanks!"
22961,7961,3,Wait time was unacceptable.
22962,7962,3,Wait time was unacceptable.
22971,7971,4,"Quick and easy, thanks!"
22972,7972,4,"Quick and easy, thanks!"
22973,7973,4,"Quick and easy, thanks!"
22974,7974,5,"Quick and easy, thanks!"
22976,7976,2,Wait time was unacceptable.
22980,7980,4,"Quick and easy, thanks!"
22982,7982,4,"Quick and easy, thanks!"
22983,7983,2,Issue not resolved after a long conversation.
22988,7988,5,"Quick and easy, thanks!"
22989,7989,5,"Quick and easy, thanks!"
22990,7990,4,"Quick and easy, thanks!"
22991,7991,5,"Quick and easy, thanks!"
22993,7993,3,Wait time was unacceptable.
22996,7996,1,The new account update process is confusing. Agent tried their best.
22998,7998,5,"Quick and easy, thanks!"
23002,8002,4,"Quick and easy, thanks!"
23006,8006,2,Wait time was unacceptable.
23013,8013,2,Issue not resolved after a long conversation.
23019,8019,5,"Quick and easy, thanks!"
23020,8020,3,Wait time was unacceptable.
23021,8021,1,The new account update process is confusing. Agent tried their best.
23022,8022,5,"Quick and easy, thanks!"
23023,8023,2,Wait time was unacceptable.
23027,8027,4,"Quick and easy, thanks!"
23028,8028,2,Wait time was unacceptable.
23031,8031,2,Issue not resolved after a long conversation.
23032,8032,4,"Quick and easy, thanks!"
23037,8037,5,"Quick and easy, thanks!"
23039,8039,5,"Quick and easy, thanks!"
23041,8041,3,Wait time was unacceptable.
23042,8042,2,Issue not resolved after a long conversation.
23045,8045,4,"Quick and easy, thanks!"
23046,8046,5,"Quick and easy, thanks!"
23053,8053,4,"Quick and easy, thanks!"
23054,8054,2,Issue not resolved after a long conversation.
23056,8056,2,Issue not resolved after a long conversation.
23058,8058,4,"Quick and easy, thanks!"
23059,8059,4,"Quick and easy, thanks!"
23065,8065,1,Issue not resolved after a long conversation.
23066,8066,2,Wait time was unacceptable.
23067,8067,1,Issue not resolved after a long conversation.
23069,8069,5,"Quick and easy, thanks!"
23070,8070,3,Wait time was unacceptable.
23073,8073,4,"Quick and easy, thanks!"
23084,8084,4,"Quick and easy, thanks!"
23085,8085,2,Wait time was unacceptable.
23086,8086,5,"Quick and easy, thanks!"
23087,8087,1,Issue not resolved after a long conversation.
23088,8088,5,"Quick and easy, thanks!"
23089,8089,5,"Quick and easy, thanks!"
23093,8093,2,Issue not resolved after a long conversation.
23097,8097,2,Wait time was unacceptable.
23098,8098,2,Wait time was unacceptable.
23102,8102,5,"Quick and easy, thanks!"
23105,8105,5,"Quick and easy, thanks!"
23106,8106,5,"Quick and easy, thanks!"
23107,8107,3,Wait time was unacceptable.
23112,8112,5,"Quick and easy, thanks!"
23115,8115,4,"Quick and easy, thanks!"
23119,8119,4,"Quick and easy, thanks!"
23121,8121,4,"Quick and easy, thanks!"
23125,8125,2,The new account update process is confusing. Agent tried their best.
23127,8127,1,Issue not resolved after a long conversation.
23129,8129,4,"Quick and easy, thanks!"
23131,8131,2,Issue not resolved after a long conversation.
23135,8135,1,Issue not resolved after a long conversation.
23139,8139,4,"Quick and easy, thanks!"
23141,8141,4,"Quick and easy, thanks!"
23145,8145,4,"Quick and easy, thanks!"
23146,8146,2,Wait time was unacceptable.
23147,8147,5,"Quick and easy, thanks!"
23148,8148,5,"Quick and easy, thanks!"
23154,8154,2,Wait time was unacceptable.
23157,8157,5,"Quick and easy, thanks!"
23161,8161,4,"Quick and easy, thanks!"
23163,8163,3,Wait time was unacceptable.
23164,8164,2,Issue not resolved after a long conversation.
23165,8165,5,"Quick and easy, thanks!"
23169,8169,5,"Quick and easy, thanks!"
23170,8170,5,"Quick and easy, thanks!"
23171,8171,5,"Quick and easy, thanks!"
23176,8176,2,Wait time was unacceptable.
23180,8180,3,Wait time was unacceptable.
23187,8187,3,Wait time was unacceptable.
23188,8188,2,Issue not resolved after a long conversation.
23192,8192,2,Issue not resolved after a long conversation.
23197,8197,4,"Quick and easy, thanks!"
23202,8202,2,Wait time was unacceptable.
23205,8205,3,Wait time was unacceptable.
23207,8207,4,"Quick and easy, thanks!"
23213,8213,4,"Quick and easy, thanks!"
23214,8214,4,"Quick and easy, thanks!"
23217,8217,5,"Quick and easy, thanks!"
23223,8223,5,"Quick and easy, thanks!"
23224,8224,3,Wait time was unacceptable.
23227,8227,1,Issue not resolved after a long conversation.
23228,8228,4,"Quick and easy, thanks!"
23229,8229,1,Issue not resolved after a long conversation.
23231,8231,5,"Quick and easy, thanks!"
23234,8234,1,The new account update process is confusing. Agent tried their best.
23236,8236,3,The new account update process is confusing. Agent tried their best.
23246,8246,2,Wait time was unacceptable.
23247,8247,4,"Quick and easy, thanks!"
23248,8248,5,"Quick and easy, thanks!"
23253,8253,1,Issue not resolved after a long conversation.
23261,8261,5,"Quick and easy, thanks!"
23262,8262,5,"Quick and easy, thanks!"
23265,8265,5,"Quick and easy, thanks!"
23267,8267,5,"Quick and easy, thanks!"
23268,8268,4,"Quick and easy, thanks!"
23269,8269,5,"Quick and easy, thanks!"
23277,8277,5,"Quick and easy, thanks!"
23278,8278,2,Wait time was unacceptable.
23281,8281,2,Wait time was unacceptable.
23284,8284,4,"Quick and easy, thanks!"
23292,8292,4,"Quick and easy, thanks!"
23294,8294,5,"Quick and easy, thanks!"
23295,8295,4,"Quick and easy, thanks!"
23296,8296,2,Wait time was unacceptable.
23297,8297,2,Wait time was unacceptable.
23298,8298,4,"Quick and easy, thanks!"
23301,8301,3,Wait time was unacceptable.
23304,8304,3,Wait time was unacceptable.
23307,8307,4,"Quick and easy, thanks!"
23310,8310,1,Issue not resolved after a long conversation.
23311,8311,5,"Quick and easy, thanks!"
23312,8312,2,Issue not resolved after a long conversation.
23316,8316,2,Wait time was unacceptable.
23321,8321,5,"Quick and easy, thanks!"
23323,8323,1,The new account update process is confusing. Agent tried their best.
23329,8329,5,"Quick and easy, thanks!"
23330,8330,2,Issue not resolved after a long conversation.
23332,8332,3,Wait time was unacceptable.
23333,8333,4,"Quick and easy, thanks!"
23334,8334,3,Wait time was unacceptable.
23336,8336,2,The new account update process is confusing. Agent tried their best.
23337,8337,3,The new account update process is confusing. Agent tried their best.
23339,8339,3,Wait time was unacceptable.
23341,8341,3,Wait time was unacceptable.
23343,8343,4,"Quick and easy, thanks!"
23359,8359,5,"Quick and easy, thanks!"
23360,8360,3,Wait time was unacceptable.
23364,8364,2,Wait time was unacceptable.
23368,8368,4,"Quick and easy, thanks!"
23372,8372,4,"Quick and easy, thanks!"
23375,8375,4,"Quick and easy, thanks!"
23376,8376,5,"Quick and easy, thanks!"
23377,8377,2,Wait time was unacceptable.
23378,8378,4,"Quick and easy, thanks!"
23379,8379,1,The new account update process is confusing. Agent tried their best.
23380,8380,5,"Quick and easy, thanks!"
23383,8383,2,Issue not resolved after a long conversation.
23385,8385,2,The new account update process is confusing. Agent tried their best.
23389,8389,2,Wait time was unacceptable.
23391,8391,3,Wait time was unacceptable.
23392,8392,3,Wait time was unacceptable.
23393,8393,2,The new account update process is confusing. Agent tried their best.
23394,8394,4,"Quick and easy, thanks!"
23396,8396,2,Issue not resolved after a long conversation.
23399,8399,4,"Quick and easy, thanks!"
23403,8403,1,Issue not resolved after a long conversation.
23405,8405,2,Wait time was unacceptable.
23406,8406,2,Issue not resolved after a long conversation.
23407,8407,3,Wait time was unacceptable.
23408,8408,4,"Quick and easy, thanks!"
23411,8411,4,"Quick and easy, thanks!"
23415,8415,1,The new account update process is confusing. Agent tried their best.
23421,8421,2,Wait time was unacceptable.
23422,8422,4,"Quick and easy, thanks!"
23425,8425,1,The new account update process is confusing. Agent tried their best.
23428,8428,4,"Quick and easy, thanks!"
23430,8430,4,"Quick and easy, thanks!"
23434,8434,2,Issue not resolved after a long conversation.
23435,8435,2,The new account update process is confusing. Agent tried their best.
23438,8438,5,"Quick and easy, thanks!"
23440,8440,5,"Quick and easy, thanks!"
23444,8444,3,Wait time was unacceptable.
23446,8446,4,"Quick and easy, thanks!"
23447,8447,2,Issue not resolved after a long conversation.
23452,8452,1,Issue not resolved after a long conversation.
23459,8459,2,Issue not resolved after a long conversation.
23468,8468,2,Wait time was unacceptable.
23473,8473,5,"Quick and easy, thanks!"
23476,8476,3,Wait time was unacceptable.
23479,8479,5,"Quick and easy, thanks!"
23480,8480,1,Issue not resolved after a long conversation.
23481,8481,4,"Quick and easy, thanks!"
23482,8482,3,Wait time was unacceptable.
23484,8484,3,Wait time was unacceptable.
23486,8486,4,"Quick and easy, thanks!"
23487,8487,2,Issue not resolved after a long conversation.
23488,8488,2,Issue not resolved after a long conversation.
23489,8489,1,Issue not resolved after a long conversation.
23499,8499,2,The new account update process is confusing. Agent tried their best.
23501,8501,2,Wait time was unacceptable.
23502,8502,2,Wait time was unacceptable.
23506,8506,3,Wait time was unacceptable.
23508,8508,2,Wait time was unacceptable.
23509,8509,5,"Quick and easy, thanks!"
23510,8510,1,Issue not resolved after a long conversation.
23511,8511,1,Issue not resolved after a long conversation.
23512,8512,1,Issue not resolved after a long conversation.
23514,8514,2,The new account update process is confusing. Agent tried their best.
23515,8515,5,"Quick and easy, thanks!"
23516,8516,4,"Quick and easy, thanks!"
23517,8517,5,"Quick and easy, thanks!"
23519,8519,1,Issue not resolved after a long conversation.
23520,8520,2,The new account update process is confusing. Agent tried their best.
23521,8521,2,Issue not resolved after a long conversation.
23523,8523,2,Wait time was unacceptable.
23525,8525,2,Issue not resolved after a long conversation.
23527,8527,3,Wait time was unacceptable.
23528,8528,2,Issue not resolved after a long conversation.
23529,8529,2,Issue not resolved after a long conversation.
23532,8532,3,Wait time was unacceptable.
23534,8534,1,Issue not resolved after a long conversation.
23537,8537,3,Wait time was unacceptable.
23540,8540,3,Wait time was unacceptable.
23541,8541,2,Issue not resolved after a long conversation.
23546,8546,1,Issue not resolved after a long conversation.
23547,8547,4,"Quick and easy, thanks!"
23548,8548,4,"Quick and easy, thanks!"
23552,8552,5,"Quick and easy, thanks!"
23555,8555,2,Wait time was unacceptable.
23556,8556,4,"Quick and easy, thanks!"
23557,8557,2,Issue not resolved after a long conversation.
23559,8559,2,Issue not resolved after a long conversation.
23563,8563,1,Issue not resolved after a long conversation.
23566,8566,1,Issue not resolved after a long conversation.
23567,8567,5,"Quick and easy, thanks!"
23571,8571,3,The new account update process is confusing. Agent tried their best.
23575,8575,4,"Quick and easy, thanks!"
23576,8576,4,"Quick and easy, thanks!"
23577,8577,5,"Quick and easy, thanks!"
23581,8581,2,Issue not resolved after a long conversation.
23582,8582,1,Issue not resolved after a long conversation.
23583,8583,5,"Quick and easy, thanks!"
23587,8587,5,"Quick and easy, thanks!"
23588,8588,4,"Quick and easy, thanks!"
23589,8589,2,Issue not resolved after a long conversation.
23592,8592,3,Wait time was unacceptable.
23594,8594,1,Issue not resolved after a long conversation.
23596,8596,1,Issue not resolved after a long conversation.
23597,8597,5,"Quick and easy, thanks!"
23599,8599,1,The new account update process is confusing. Agent tried their best.
23601,8601,2,Wait time was unacceptable.
23604,8604,1,Issue not resolved after a long conversation.
23605,8605,2,Wait time was unacceptable.
23612,8612,4,"Quick and easy, thanks!"
23614,8614,4,"Quick and easy, thanks!"
23615,8615,3,Wait time was unacceptable.
23618,8618,5,"Quick and easy, thanks!"
23625,8625,2,Wait time was unacceptable.
23627,8627,5,"Quick and easy, thanks!"
23628,8628,4,"Quick and easy, thanks!"
23630,8630,5,"Quick and easy, thanks!"
23632,8632,3,Wait time was unacceptable.
23633,8633,5,"Quick and easy, thanks!"
23637,8637,2,The new account update process is confusing. Agent tried their best.
23642,8642,4,"Quick and easy, thanks!"
23643,8643,4,"Quick and easy, thanks!"
23646,8646,2,Wait time was unacceptable.
23654,8654,5,"Quick and easy, thanks!"
23656,8656,1,Issue not resolved after a long conversation.
23659,8659,2,Issue not resolved after a long conversation.
23662,8662,2,The new account update process is confusing. Agent tried their best.
23666,8666,2,Issue not resolved after a long conversation.
23668,8668,5,"Quick and easy, thanks!"
23669,8669,1,Issue not resolved after a long conversation.
23673,8673,5,"Quick and easy, thanks!"
23674,8674,5,"Quick and easy, thanks!"
23675,8675,2,Wait time was unacceptable.
23677,8677,1,Issue not resolved after a long conversation.
23679,8679,4,"Quick and easy, thanks!"
23684,8684,2,Issue not resolved after a long conversation.
23687,8687,1,Issue not resolved after a long conversation.
23688,8688,4,"Quick and easy, thanks!"
23689,8689,2,Issue not resolved after a long conversation.
23693,8693,2,Wait time was unacceptable.
23700,8700,1,The new account update process is confusing. Agent tried their best.
23704,8704,4,"Quick and easy, thanks!"
23705,8705,2,Wait time was unacceptable.
23710,8710,5,"Quick and easy, thanks!"
23714,8714,5,"Quick and easy, thanks!"
23715,8715,4,"Quick and easy, thanks!"
23717,8717,2,Wait time was unacceptable.
23721,8721,4,"Quick and easy, thanks!"
23724,8724,4,"Quick and easy, thanks!"
23726,8726,3,Wait time was unacceptable.
23728,8728,3,Wait time was unacceptable.
23729,8729,4,"Quick and easy, thanks!"
23730,8730,4,"Quick and easy, thanks!"
23736,8736,2,Wait time was unacceptable.
23737,8737,2,Issue not resolved after a long conversation.
23738,8738,5,"Quick and easy, thanks!"
23741,8741,2,Issue not resolved after a long conversation.
23742,8742,1,Issue not resolved after a long conversation.
23745,8745,3,The new account update process is confusing. Agent tried their best.
23746,8746,4,"Quick and easy, thanks!"
23747,8747,5,"Quick and easy, thanks!"
23749,8749,2,Issue not resolved after a long conversation.
23751,8751,5,"Quick and easy, thanks!"
23753,8753,5,"Quick and easy, thanks!"
23754,8754,5,"Quick and easy, thanks!"
23755,8755,2,The new account update process is confusing. Agent tried their best.
23757,8757,4,"Quick and easy, thanks!"
23758,8758,3,The new account update process is confusing. Agent tried their best.
23761,8761,1,Issue not resolved after a long conversation.
23763,8763,2,Issue not resolved after a long conversation.
23765,8765,4,"Quick and easy, thanks!"
23766,8766,5,"Quick and easy, thanks!"
23768,8768,2,Issue not resolved after a long conversation.
23772,8772,4,"Quick and easy, thanks!"
23774,8774,4,"Quick and easy, thanks!"
23779,8779,2,Wait time was unacceptable.
23781,8781,4,"Quick and easy, thanks!"
23783,8783,2,Wait time was unacceptable.
23784,8784,5,"Quick and easy, thanks!"
23785,8785,4,"Quick and easy, thanks!"
23789,8789,2,Wait time was unacceptable.
23790,8790,4,"Quick and easy, thanks!"
23792,8792,3,Wait time was unacceptable.
23798,8798,3,Wait time was unacceptable.
23800,8800,2,Issue not resolved after a long conversation.
23802,8802,5,"Quick and easy, thanks!"
23803,8803,5,"Quick and easy, thanks!"
23804,8804,5,"Quick and easy, thanks!"
23806,8806,2,Wait time was unacceptable.
23808,8808,4,"Quick and easy, thanks!"
23810,8810,2,Issue not resolved after a long conversation.
23812,8812,2,Issue not resolved after a long conversation.
23813,8813,2,Wait time was unacceptable.
23814,8814,2,Wait time was unacceptable.
23815,8815,1,Issue not resolved after a long conversation.
23816,8816,3,Wait time was unacceptable.
23818,8818,5,"Quick and easy, thanks!"
23825,8825,4,"Quick and easy, thanks!"
23826,8826,2,The new account update process is confusing. Agent tried their best.
23832,8832,2,Issue not resolved after a long conversation.
23837,8837,5,"Quick and easy, thanks!"
23838,8838,5,"Quick and easy, thanks!"
23839,8839,5,"Quick and easy, thanks!"
23840,8840,2,Issue not resolved after a long conversation.
23841,8841,2,Issue not resolved after a long conversation.
23842,8842,4,"Quick and easy, thanks!"
23843,8843,4,"Quick and easy, thanks!"
23848,8848,4,"Quick and easy, thanks!"
23850,8850,1,Issue not resolved after a long conversation.
23852,8852,3,Wait time was unacceptable.
23853,8853,4,"Quick and easy, thanks!"
23858,8858,5,"Quick and easy, thanks!"
23863,8863,5,"Quick and easy, thanks!"
23867,8867,2,Wait time was unacceptable.
23869,8869,5,"Quick and easy, thanks!"
23871,8871,2,The new account update process is confusing. Agent tried their best.
23872,8872,1,Issue not resolved after a long conversation.
23876,8876,4,"Quick and easy, thanks!"
23880,8880,4,"Quick and easy, thanks!"
23882,8882,5,"Quick and easy, thanks!"
23883,8883,5,"Quick and easy, thanks!"
23885,8885,2,Wait time was unacceptable.
23886,8886,3,Wait time was unacceptable.
23887,8887,3,Wait time was unacceptable.
23891,8891,2,Issue not resolved after a long conversation.
23892,8892,1,Issue not resolved after a long conversation.
23897,8897,5,"Quick and easy, thanks!"
23901,8901,4,"Quick and easy, thanks!"
23902,8902,2,Wait time was unacceptable.
23904,8904,2,Wait time was unacceptable.
23905,8905,5,"Quick and easy, thanks!"
23906,8906,5,"Quick and easy, thanks!"
23909,8909,4,"Quick and easy, thanks!"
23912,8912,5,"Quick and easy, thanks!"
23913,8913,4,"Quick and easy, thanks!"
23914,8914,2,Wait time was unacceptable.
23921,8921,4,"Quick and easy, thanks!"
23923,8923,2,Issue not resolved after a long conversation.
23924,8924,5,"Quick and easy, thanks!"
23929,8929,5,"Quick and easy, thanks!"
23930,8930,2,Issue not resolved after a long conversation.
23931,8931,5,"Quick and easy, thanks!"
23933,8933,5,"Quick and easy, thanks!"
23937,8937,4,"Quick and easy, thanks!"
23943,8943,2,Issue not resolved after a long conversation.
23946,8946,5,"Quick and easy, thanks!"
23947,8947,5,"Quick and easy, thanks!"
23949,8949,5,"Quick and easy, thanks!"
23952,8952,5,"Quick and easy, thanks!"
23954,8954,3,Wait time was unacceptable.
23959,8959,1,Issue not resolved after a long conversation.
23965,8965,2,Wait time was unacceptable.
23968,8968,4,"Quick and easy, thanks!"
23970,8970,4,"Quick and easy, thanks!"
23972,8972,1,Issue not resolved after a long conversation.
23973,8973,5,"Quick and easy, thanks!"
23974,8974,4,"Quick and easy, thanks!"
23975,8975,5,"Quick and easy, thanks!"
23983,8983,5,"Quick and easy, thanks!"
23987,8987,5,"Quick and easy, thanks!"
23991,8991,2,The new account update process is confusing. Agent tried their best.
24000,9000,5,"Quick and easy, thanks!"
24005,9005,5,"Quick and easy, thanks!"
24006,9006,4,"Quick and easy, thanks!"
24008,9008,2,Wait time was unacceptable.
24010,9010,4,"Quick and easy, thanks!"
24012,9012,5,"Quick and easy, thanks!"
24016,9016,4,"Quick and easy, thanks!"
24017,9017,4,"Quick and easy, thanks!"
24024,9024,1,Issue not resolved after a long conversation.
24025,9025,2,Issue not resolved after a long conversation.
24027,9027,5,"Quick and easy, thanks!"
24029,9029,1,Issue not resolved after a long conversation.
24030,9030,3,Wait time was unacceptable.
24032,9032,2,Issue not resolved after a long conversation.
24035,9035,4,"Quick and easy, thanks!"
24036,9036,5,"Quick and easy, thanks!"
24041,9041,4,"Quick and easy, thanks!"
24043,9043,4,"Quick and easy, thanks!"
24044,9044,3,Wait time was unacceptable.
24045,9045,1,The new account update process is confusing. Agent tried their best.
24046,9046,1,Issue not resolved after a long conversation.
24048,9048,3,Wait time was unacceptable.
24050,9050,5,"Quick and easy, thanks!"
24051,9051,3,Wait time was unacceptable.
24052,9052,4,"Quick and easy, thanks!"
24053,9053,2,Wait time was unacceptable.
24055,9055,5,"Quick and easy, thanks!"
24066,9066,1,Issue not resolved after a long conversation.
24069,9069,2,Wait time was unacceptable.
24070,9070,2,Issue not resolved after a long conversation.
24072,9072,3,Wait time was unacceptable.
24078,9078,4,"Quick and easy, thanks!"
24084,9084,4,"Quick and easy, thanks!"
24086,9086,5,"Quick and easy, thanks!"
24087,9087,2,Wait time was unacceptable.
24094,9094,3,Wait time was unacceptable.
24095,9095,1,Issue not resolved after a long conversation.
24098,9098,5,"Quick and easy, thanks!"
24105,9105,5,"Quick and easy, thanks!"
24106,9106,2,Wait time was unacceptable.
24108,9108,4,"Quick and easy, thanks!"
24110,9110,4,"Quick and easy, thanks!"
24112,9112,1,Issue not resolved after a long conversation.
