CallID,AgentID,Timestamp,WaitTime,TalkTime,HoldTime,IsResolved,CallReason
6542,148,2025-01-14 12:00:00,103,423,13,1,Technical Issue
6543,108,2025-01-04 10:00:00,346,511,11,0,Technical Issue
6544,137,2025-01-03 17:00:00,152,293,34,0,Cancel Service
6545,144,2025-01-06 10:00:00,438,741,143,0,General Account Update
6546,108,2025-01-06 12:00:00,166,475,93,1,Billing Query
6547,104,2025-02-28 09:00:00,490,524,93,0,Billing Query
6548,118,2025-02-07 15:00:00,69,663,2,0,General Account Update
6549,107,2025-01-21 15:00:00,274,588,94,1,Technical Issue
6550,166,2025-02-20 19:00:00,154,276,119,0,Account Access
6551,103,2025-01-05 20:00:00,465,311,150,1,Billing Query
6552,121,2025-02-27 14:00:00,200,261,51,1,Cancel Service
6553,148,2025-02-12 12:00:00,336,390,123,1,Billing Query
6554,124,2025-01-25 15:00:00,88,388,138,1,Technical Issue
6555,171,2025-01-27 18:00:00,454,591,74,0,General Account Update
6556,142,2025-02-14 08:00:00,181,353,103,1,Billing Query
6557,116,2025-02-22 15:00:00,170,504,30,1,Technical Issue
6558,127,2025-02-15 20:00:00,310,452,147,0,General Account Update
6559,156,2025-01-19 10:00:00,207,540,99,1,Cancel Service
6560,152,2025-02-15 15:00:00,311,444,25,1,Account Access
6561,121,2025-02-22 19:00:00,304,208,17,1,General Inquiry
6562,127,2025-02-19 13:00:00,296,357,96,0,Cancel Service
6563,155,2025-01-29 11:00:00,190,376,10,1,Billing Query
6564,157,2025-01-03 08:00:00,274,282,42,1,Technical Issue
6565,109,2025-03-01 18:00:00,87,586,65,1,Billing Query
6566,168,2025-01-24 10:00:00,129,411,116,1,Account Access
6567,122,2025-02-12 18:00:00,248,196,5,0,General Inquiry
6568,127,2025-02-21 17:00:00,462,411,84,1,Cancel Service
6569,106,2025-01-25 18:00:00,73,677,108,0,General Account Update
6570,156,2025-01-30 16:00:00,365,548,100,0,Account Access
6571,152,2025-02-28 13:00:00,449,444,61,0,Account Access
6572,118,2025-02-09 17:00:00,62,284,41,1,Account Access
6573,132,2025-01-01 19:00:00,390,514,45,1,Billing Query
6574,159,2025-02-21 14:00:00,17,208,77,1,General Inquiry
6575,167,2025-01-26 16:00:00,269,397,11,1,Billing Query
6576,126,2025-02-17 17:00:00,67,436,138,1,Account Access
6577,175,2025-02-13 13:00:00,237,529,40,0,General Account Update
6578,142,2025-02-06 20:00:00,351,305,66,1,Technical Issue
6579,161,2025-01-18 12:00:00,404,506,78,1,Cancel Service
6580,133,2025-02-18 13:00:00,88,413,38,0,Account Access
6581,117,2025-02-24 17:00:00,139,426,12,1,Billing Query
6582,172,2025-02-06 18:00:00,195,507,143,1,Account Access
6583,135,2025-02-09 12:00:00,337,336,105,1,Account Access
6584,106,2025-02-06 20:00:00,124,308,115,1,Cancel Service
6585,117,2025-02-14 18:00:00,366,355,21,1,Account Access
6586,112,2025-02-05 15:00:00,272,417,114,1,Technical Issue
6587,104,2025-01-24 13:00:00,43,830,145,0,General Account Update
6588,116,2025-01-07 12:00:00,202,309,56,1,Technical Issue
6589,130,2025-01-08 09:00:00,80,456,33,1,Cancel Service
6590,112,2025-03-01 19:00:00,492,228,91,1,General Inquiry
6591,102,2025-01-02 17:00:00,227,452,35,0,Billing Query
6592,133,2025-02-06 20:00:00,108,253,106,1,Billing Query
6593,101,2025-01-04 08:00:00,78,345,111,1,Cancel Service
6594,163,2025-02-22 16:00:00,254,353,131,1,Technical Issue
6595,101,2025-01-18 19:00:00,269,465,136,1,Account Access
6596,131,2025-02-27 20:00:00,153,543,105,1,Cancel Service
6597,127,2025-01-31 18:00:00,160,483,115,1,Technical Issue
6598,114,2025-01-23 10:00:00,156,229,71,1,General Inquiry
6599,136,2025-01-07 20:00:00,438,469,100,1,Cancel Service
6600,144,2025-02-14 19:00:00,162,794,12,0,General Account Update
6601,161,2025-01-27 18:00:00,205,269,21,0,Cancel Service
6602,136,2025-02-14 13:00:00,184,219,31,1,General Inquiry
6603,137,2025-01-16 16:00:00,198,498,133,0,Billing Query
6604,124,2025-02-26 16:00:00,308,423,98,1,Billing Query
6605,141,2025-02-03 13:00:00,280,116,122,1,General Inquiry
6606,122,2025-02-23 08:00:00,267,309,117,1,Cancel Service
6607,154,2025-02-22 16:00:00,239,450,4,1,Billing Query
6608,128,2025-02-06 12:00:00,137,340,145,1,Billing Query
6609,140,2025-02-25 16:00:00,149,219,66,1,General Inquiry
6610,154,2025-01-20 19:00:00,121,516,136,1,Billing Query
6611,130,2025-01-11 17:00:00,228,360,34,1,Cancel Service
6612,107,2025-01-18 20:00:00,301,673,135,1,Cancel Service
6613,140,2025-02-09 17:00:00,216,317,97,1,Account Access
6614,150,2025-01-05 08:00:00,324,401,15,1,Technical Issue
6615,150,2025-01-28 10:00:00,285,723,7,0,General Account Update
6616,103,2025-02-15 14:00:00,405,307,111,1,Cancel Service
6617,125,2025-01-28 09:00:00,240,832,50,0,General Account Update
6618,164,2025-01-31 15:00:00,362,598,129,1,General Account Update
6619,162,2025-01-24 12:00:00,198,266,52,1,Account Access
6620,159,2025-01-10 13:00:00,310,493,14,1,Cancel Service
6621,123,2025-02-02 19:00:00,297,151,134,1,General Inquiry
6622,111,2025-01-28 15:00:00,89,534,76,1,Technical Issue
6623,112,2025-02-02 12:00:00,232,690,80,0,General Account Update
6624,111,2025-02-16 20:00:00,166,548,22,1,Billing Query
6625,106,2025-02-24 14:00:00,244,607,8,0,General Account Update
6626,146,2025-01-18 18:00:00,160,755,104,0,General Account Update
6627,162,2025-02-21 09:00:00,127,442,21,1,Account Access
6628,161,2025-02-22 10:00:00,431,476,144,1,Account Access
6629,113,2025-02-26 12:00:00,486,523,150,1,Cancel Service
6630,169,2025-02-26 08:00:00,403,570,139,0,General Account Update
6631,109,2025-02-04 20:00:00,241,577,78,1,Billing Query
6632,135,2025-01-29 10:00:00,268,305,103,1,Account Access
6633,103,2025-01-15 11:00:00,231,527,143,1,Account Access
6634,139,2025-02-16 13:00:00,29,332,50,0,Billing Query
6635,152,2025-01-01 17:00:00,186,134,13,1,General Inquiry
6636,118,2025-01-15 11:00:00,415,640,50,1,General Account Update
6637,112,2025-02-13 13:00:00,365,470,116,0,Technical Issue
6638,107,2025-01-09 10:00:00,338,441,86,1,Technical Issue
6639,165,2025-02-15 11:00:00,185,327,48,1,Cancel Service
6640,166,2025-02-10 15:00:00,80,265,127,1,Account Access
6641,146,2025-01-28 19:00:00,10,380,147,1,Account Access
6642,146,2025-01-25 11:00:00,20,251,66,1,Billing Query
6643,147,2025-02-16 10:00:00,452,620,68,0,General Account Update
6644,116,2025-02-24 19:00:00,319,469,128,1,Technical Issue
6645,129,2025-01-07 11:00:00,448,620,88,1,General Account Update
6646,159,2025-03-02 17:00:00,293,443,11,1,Billing Query
6647,124,2025-01-27 17:00:00,186,527,74,1,Account Access
6648,120,2025-01-12 15:00:00,454,147,67,1,General Inquiry
6649,141,2025-02-03 08:00:00,474,286,67,1,General Inquiry
6650,125,2025-02-27 16:00:00,70,460,3,1,Cancel Service
6651,135,2025-02-08 18:00:00,82,814,43,0,General Account Update
6652,149,2025-01-10 14:00:00,359,188,125,1,General Inquiry
6653,144,2025-01-31 16:00:00,265,470,2,1,Cancel Service
6654,109,2025-02-13 18:00:00,71,387,138,1,Billing Query
6655,105,2025-01-03 12:00:00,113,699,92,0,General Account Update
6656,158,2025-02-06 18:00:00,200,706,53,1,General Account Update
6657,174,2025-01-19 12:00:00,126,484,31,1,Account Access
6658,142,2025-02-25 18:00:00,326,542,25,0,General Account Update
6659,105,2025-02-12 09:00:00,232,168,105,1,General Inquiry
6660,165,2025-01-27 20:00:00,135,836,90,0,General Account Update
6661,117,2025-02-09 10:00:00,173,478,119,1,Account Access
6662,110,2025-01-08 11:00:00,35,502,10,1,General Account Update
6663,136,2025-01-09 09:00:00,117,548,140,1,Account Access
6664,109,2025-02-24 13:00:00,136,562,139,1,Cancel Service
6665,116,2025-01-12 18:00:00,428,555,110,0,General Account Update
6666,117,2025-02-07 20:00:00,168,391,25,1,Cancel Service
6667,168,2025-01-09 20:00:00,194,415,38,1,Cancel Service
6668,121,2025-02-20 16:00:00,151,433,146,1,Billing Query
6669,150,2025-01-12 11:00:00,113,252,135,1,Account Access
6670,123,2025-02-11 13:00:00,473,169,0,1,General Inquiry
6671,173,2025-01-03 18:00:00,304,644,99,1,General Account Update
6672,140,2025-01-22 10:00:00,386,429,85,0,Billing Query
6673,130,2025-01-08 14:00:00,184,305,92,1,Billing Query
6674,101,2025-03-02 17:00:00,164,237,46,1,General Inquiry
6675,141,2025-01-30 18:00:00,458,461,56,0,General Account Update
6676,162,2025-02-06 13:00:00,407,455,54,1,Technical Issue
6677,116,2025-01-04 19:00:00,383,106,23,1,General Inquiry
6678,129,2025-01-26 09:00:00,378,487,0,0,Account Access
6679,179,2025-01-31 12:00:00,305,756,113,0,General Account Update
6680,136,2025-01-14 13:00:00,262,460,37,1,Cancel Service
6681,115,2025-02-07 13:00:00,304,494,22,1,Billing Query
6682,177,2025-01-03 20:00:00,23,152,29,1,General Inquiry
6683,105,2025-01-03 13:00:00,401,296,6,1,General Inquiry
6684,138,2025-02-18 18:00:00,440,559,99,0,General Account Update
6685,130,2025-01-27 11:00:00,454,119,17,1,General Inquiry
6686,112,2025-02-04 09:00:00,54,282,119,1,Account Access
6687,136,2025-02-14 17:00:00,443,300,77,1,Account Access
6688,167,2025-01-22 08:00:00,438,513,31,1,Billing Query
6689,142,2025-01-31 14:00:00,101,521,109,0,Technical Issue
6690,164,2025-02-01 16:00:00,387,535,75,1,Cancel Service
6691,124,2025-01-21 18:00:00,236,256,100,1,Technical Issue
6692,137,2025-01-24 08:00:00,270,382,56,1,Account Access
6693,176,2025-02-09 20:00:00,265,323,127,1,Technical Issue
6694,170,2025-03-01 08:00:00,426,102,16,1,General Inquiry
6695,167,2025-02-25 09:00:00,202,354,51,1,Cancel Service
6696,161,2025-01-22 09:00:00,168,308,52,0,Cancel Service
6697,133,2025-02-27 15:00:00,426,433,52,1,Cancel Service
6698,101,2025-01-25 09:00:00,270,469,139,1,Billing Query
6699,154,2025-01-18 17:00:00,242,479,63,0,General Account Update
6700,113,2025-01-15 18:00:00,155,522,83,0,General Account Update
6701,133,2025-03-02 14:00:00,67,529,89,1,Account Access
6702,151,2025-02-10 18:00:00,434,519,141,1,Account Access
6703,122,2025-02-14 20:00:00,251,277,68,1,General Inquiry
6704,132,2025-01-29 13:00:00,146,404,114,0,Technical Issue
6705,174,2025-02-14 15:00:00,210,427,98,1,Technical Issue
6706,111,2025-02-16 15:00:00,131,323,28,1,Technical Issue
6707,135,2025-01-19 08:00:00,219,498,42,1,Billing Query
6708,177,2025-03-01 17:00:00,370,437,75,1,Technical Issue
6709,122,2025-01-25 17:00:00,113,315,103,1,Billing Query
6710,122,2025-02-18 08:00:00,248,199,50,1,General Inquiry
6711,130,2025-01-14 17:00:00,217,450,45,1,Account Access
6712,105,2025-02-15 16:00:00,65,181,77,1,General Inquiry
6713,178,2025-01-17 16:00:00,231,290,145,1,Account Access
6714,174,2025-02-12 15:00:00,319,611,80,1,General Account Update
6715,148,2025-02-02 17:00:00,308,372,43,1,Technical Issue
6716,113,2025-01-28 11:00:00,227,132,142,1,General Inquiry
6717,147,2025-02-24 18:00:00,424,132,7,1,General Inquiry
6718,162,2025-02-23 12:00:00,414,470,9,1,Technical Issue
6719,136,2025-01-17 12:00:00,191,278,61,1,General Inquiry
6720,141,2025-01-30 15:00:00,98,424,68,1,Cancel Service
6721,133,2025-01-05 13:00:00,114,512,89,1,General Account Update
6722,161,2025-01-01 08:00:00,101,282,124,1,General Inquiry
6723,173,2025-03-02 11:00:00,156,331,39,1,Technical Issue
6724,102,2025-01-12 18:00:00,121,626,104,1,General Account Update
6725,148,2025-01-02 10:00:00,244,409,28,1,Billing Query
6726,113,2025-01-03 15:00:00,53,750,3,0,General Account Update
6727,148,2025-02-20 14:00:00,456,831,70,0,General Account Update
6728,150,2025-02-12 12:00:00,58,322,149,1,Cancel Service
6729,171,2025-01-15 11:00:00,117,387,95,1,Cancel Service
6730,126,2025-01-06 18:00:00,44,544,149,1,Account Access
6731,169,2025-01-22 11:00:00,383,787,16,1,General Account Update
6732,121,2025-02-28 13:00:00,193,505,44,0,General Account Update
6733,124,2025-01-25 14:00:00,47,469,25,1,General Account Update
6734,130,2025-03-01 20:00:00,137,477,90,1,Technical Issue
6735,148,2025-02-17 16:00:00,121,528,134,1,Account Access
6736,138,2025-01-13 17:00:00,144,264,52,1,General Inquiry
6737,133,2025-02-18 08:00:00,363,467,109,0,Account Access
6738,163,2025-01-13 16:00:00,307,322,91,1,Billing Query
6739,147,2025-02-07 08:00:00,137,270,119,1,Technical Issue
6740,164,2025-02-09 14:00:00,481,499,76,1,Account Access
6741,170,2025-02-04 20:00:00,448,511,20,0,Technical Issue
6742,101,2025-02-17 12:00:00,20,437,19,0,Cancel Service
6743,128,2025-02-04 20:00:00,492,493,53,0,General Account Update
6744,152,2025-01-20 19:00:00,297,778,56,1,General Account Update
6745,126,2025-01-24 09:00:00,495,523,102,1,Billing Query
6746,116,2025-01-20 15:00:00,35,625,132,0,General Account Update
6747,109,2025-02-11 10:00:00,283,561,47,1,Cancel Service
6748,107,2025-02-03 18:00:00,219,355,78,1,Cancel Service
6749,163,2025-02-21 18:00:00,144,254,41,1,General Inquiry
6750,179,2025-01-04 11:00:00,392,299,15,0,Technical Issue
6751,131,2025-02-10 18:00:00,287,263,44,1,General Inquiry
6752,152,2025-01-25 18:00:00,285,785,57,1,General Account Update
6753,135,2025-01-21 08:00:00,65,110,143,1,General Inquiry
6754,111,2025-02-14 19:00:00,461,511,43,1,Account Access
6755,178,2025-02-12 12:00:00,286,420,4,0,Account Access
6756,128,2025-01-11 13:00:00,460,372,69,1,Account Access
6757,161,2025-01-25 16:00:00,316,491,108,1,Account Access
6758,170,2025-02-17 20:00:00,142,545,107,1,Billing Query
6759,179,2025-02-19 09:00:00,248,383,88,0,Technical Issue
6760,178,2025-01-24 17:00:00,41,256,24,1,Technical Issue
6761,123,2025-03-02 10:00:00,101,469,144,1,Cancel Service
6762,158,2025-02-03 08:00:00,313,250,96,1,Account Access
6763,152,2025-02-19 17:00:00,70,433,50,1,Cancel Service
6764,174,2025-02-03 16:00:00,444,485,1,1,Billing Query
6765,150,2025-02-17 11:00:00,396,366,20,1,Technical Issue
6766,176,2025-01-03 10:00:00,431,226,127,1,General Inquiry
6767,155,2025-01-22 10:00:00,483,339,88,1,Technical Issue
6768,113,2025-01-16 09:00:00,363,381,14,0,Billing Query
6769,116,2025-01-06 09:00:00,101,479,110,1,Billing Query
6770,166,2025-01-22 11:00:00,322,454,92,0,General Account Update
6771,104,2025-02-17 12:00:00,331,272,56,1,Billing Query
6772,101,2025-01-01 10:00:00,284,453,1,0,Cancel Service
6773,164,2025-01-26 14:00:00,48,380,118,1,Technical Issue
6774,124,2025-02-16 11:00:00,236,412,83,1,Cancel Service
6775,106,2025-02-02 11:00:00,287,324,15,1,Cancel Service
6776,111,2025-02-20 09:00:00,418,327,70,1,Technical Issue
6777,123,2025-02-20 08:00:00,158,198,72,1,General Inquiry
6778,121,2025-02-21 17:00:00,177,289,82,0,Account Access
6779,127,2025-02-24 15:00:00,95,347,73,1,Billing Query
6780,124,2025-02-02 16:00:00,53,276,118,1,Cancel Service
6781,153,2025-01-16 14:00:00,296,367,29,0,Technical Issue
6782,122,2025-02-20 08:00:00,248,532,22,1,Cancel Service
6783,174,2025-02-16 18:00:00,220,791,16,1,General Account Update
6784,102,2025-02-20 10:00:00,264,442,96,1,Billing Query
6785,123,2025-02-10 09:00:00,63,465,59,1,Cancel Service
6786,174,2025-01-31 14:00:00,176,707,98,0,General Account Update
6787,162,2025-02-27 11:00:00,97,218,124,1,General Inquiry
6788,159,2025-01-27 09:00:00,203,343,71,1,Billing Query
6789,166,2025-02-02 10:00:00,337,521,43,1,Account Access
6790,125,2025-01-08 17:00:00,82,695,55,0,General Account Update
6791,177,2025-02-06 19:00:00,131,211,20,1,General Inquiry
6792,109,2025-02-11 09:00:00,285,426,134,1,Billing Query
6793,140,2025-02-04 17:00:00,159,296,99,1,Cancel Service
6794,114,2025-02-03 16:00:00,438,191,71,1,General Inquiry
6795,159,2025-02-14 13:00:00,284,321,97,0,Billing Query
6796,166,2025-02-20 15:00:00,81,492,39,0,General Account Update
6797,139,2025-01-09 20:00:00,296,632,12,1,General Account Update
6798,150,2025-01-19 18:00:00,423,523,147,1,Cancel Service
6799,178,2025-02-16 15:00:00,500,498,109,0,General Account Update
6800,117,2025-02-10 17:00:00,462,330,130,1,Technical Issue
6801,148,2025-02-13 14:00:00,26,705,35,0,General Account Update
6802,114,2025-02-14 08:00:00,94,349,19,0,Technical Issue
6803,109,2025-01-27 18:00:00,214,552,23,1,Account Access
6804,173,2025-01-03 10:00:00,237,543,57,1,Billing Query
6805,138,2025-02-04 18:00:00,243,279,103,1,Cancel Service
6806,167,2025-01-26 20:00:00,335,496,50,1,Cancel Service
6807,150,2025-02-22 14:00:00,199,580,106,0,General Account Update
6808,127,2025-02-18 13:00:00,121,463,144,1,Account Access
6809,135,2025-02-03 12:00:00,232,117,62,1,General Inquiry
6810,115,2025-02-02 09:00:00,421,781,75,0,General Account Update
6811,175,2025-01-14 10:00:00,82,449,78,1,Cancel Service
6812,144,2025-02-08 10:00:00,474,260,84,1,General Inquiry
6813,110,2025-01-13 18:00:00,124,541,65,1,Account Access
6814,164,2025-02-03 18:00:00,370,268,1,1,General Inquiry
6815,112,2025-01-13 08:00:00,417,102,93,1,General Inquiry
6816,108,2025-02-25 13:00:00,275,271,116,1,Technical Issue
6817,113,2025-02-22 12:00:00,87,703,148,1,General Account Update
6818,116,2025-01-20 14:00:00,373,281,84,1,Technical Issue
6819,119,2025-01-29 10:00:00,104,220,120,1,General Inquiry
6820,113,2025-01-27 20:00:00,139,269,78,1,General Inquiry
6821,113,2025-02-06 13:00:00,172,117,113,0,General Inquiry
6822,142,2025-01-14 12:00:00,446,562,0,1,General Account Update
6823,143,2025-02-25 11:00:00,495,395,27,1,Cancel Service
6824,160,2025-03-02 09:00:00,261,465,44,1,Billing Query
6825,143,2025-02-08 18:00:00,458,190,27,1,General Inquiry
6826,148,2025-01-07 08:00:00,80,496,125,1,Technical Issue
6827,134,2025-02-12 11:00:00,390,498,86,1,Cancel Service
6828,125,2025-02-07 13:00:00,335,400,33,0,Billing Query
6829,142,2025-02-28 11:00:00,389,468,90,1,Cancel Service
6830,136,2025-02-18 15:00:00,389,285,132,1,Billing Query
6831,169,2025-01-26 10:00:00,117,282,93,1,General Inquiry
6832,152,2025-02-10 17:00:00,315,799,8,1,General Account Update
6833,177,2025-01-23 13:00:00,378,304,107,1,Cancel Service
6834,170,2025-02-26 15:00:00,120,178,55,1,General Inquiry
6835,139,2025-01-28 10:00:00,395,666,114,0,General Account Update
6836,100,2025-01-10 10:00:00,114,297,1,1,Cancel Service
6837,117,2025-02-02 18:00:00,95,176,115,1,General Inquiry
6838,133,2025-01-13 18:00:00,84,337,2,1,Billing Query
6839,129,2025-01-28 13:00:00,240,515,22,1,Cancel Service
6840,171,2025-01-10 11:00:00,295,491,61,1,Account Access
6841,159,2025-01-01 10:00:00,310,371,93,1,Account Access
6842,155,2025-02-08 09:00:00,80,505,99,0,Technical Issue
6843,107,2025-02-04 13:00:00,270,220,41,1,General Inquiry
6844,159,2025-01-12 08:00:00,38,264,7,1,Technical Issue
6845,134,2025-02-03 09:00:00,314,559,131,0,General Account Update
6846,109,2025-01-30 18:00:00,389,955,142,0,General Account Update
6847,129,2025-02-08 09:00:00,159,610,16,0,General Account Update
6848,114,2025-01-08 16:00:00,171,276,74,1,General Inquiry
6849,153,2025-02-05 11:00:00,271,355,32,1,Cancel Service
6850,140,2025-01-31 19:00:00,236,605,131,0,General Account Update
6851,149,2025-01-14 15:00:00,94,532,60,1,Technical Issue
6852,115,2025-02-15 18:00:00,180,456,126,1,Billing Query
6853,136,2025-02-12 17:00:00,146,718,78,1,General Account Update
6854,133,2025-01-24 12:00:00,199,494,68,0,Billing Query
6855,131,2025-01-14 15:00:00,94,541,103,1,Technical Issue
6856,174,2025-02-06 10:00:00,252,496,46,1,Account Access
6857,155,2025-02-06 08:00:00,95,433,101,1,Technical Issue
6858,132,2025-03-01 14:00:00,463,120,57,1,General Inquiry
6859,135,2025-02-26 10:00:00,27,407,126,1,Account Access
6860,178,2025-01-23 08:00:00,99,369,87,1,Cancel Service
6861,144,2025-01-30 12:00:00,367,351,127,1,Technical Issue
6862,146,2025-02-17 20:00:00,334,420,65,0,Cancel Service
6863,171,2025-02-18 19:00:00,108,527,32,1,Cancel Service
6864,128,2025-01-26 14:00:00,485,194,69,0,General Inquiry
6865,142,2025-02-18 12:00:00,134,540,105,1,Cancel Service
6866,134,2025-02-25 10:00:00,469,518,86,0,General Account Update
6867,159,2025-01-15 19:00:00,387,744,20,1,General Account Update
6868,105,2025-03-02 15:00:00,357,534,66,1,Technical Issue
6869,138,2025-02-21 13:00:00,109,737,93,0,General Account Update
6870,149,2025-02-18 09:00:00,38,486,98,1,General Account Update
6871,172,2025-02-05 15:00:00,445,329,109,1,Cancel Service
6872,160,2025-01-08 08:00:00,354,265,33,0,Account Access
6873,109,2025-02-12 19:00:00,154,620,109,1,Technical Issue
6874,109,2025-02-05 10:00:00,434,267,68,1,General Inquiry
6875,106,2025-01-31 10:00:00,297,365,130,0,Billing Query
6876,146,2025-02-08 17:00:00,258,229,59,1,General Inquiry
6877,107,2025-01-31 18:00:00,231,565,76,1,Account Access
6878,114,2025-01-31 17:00:00,321,154,108,1,General Inquiry
6879,172,2025-02-17 16:00:00,274,374,127,1,Account Access
6880,165,2025-01-25 13:00:00,238,829,136,0,General Account Update
6881,120,2025-01-25 10:00:00,124,365,52,0,Technical Issue
6882,135,2025-01-03 08:00:00,492,354,28,1,Billing Query
6883,116,2025-02-24 15:00:00,472,421,37,1,Technical Issue
6884,130,2025-01-18 12:00:00,59,174,138,1,General Inquiry
6885,151,2025-02-18 19:00:00,240,808,117,1,General Account Update
6886,138,2025-02-10 12:00:00,127,136,79,1,General Inquiry
6887,143,2025-02-09 18:00:00,82,510,7,0,Billing Query
6888,147,2025-01-15 15:00:00,235,237,86,1,General Inquiry
6889,179,2025-01-27 11:00:00,146,272,26,1,Account Access
6890,164,2025-01-31 09:00:00,440,466,82,1,Account Access
6891,110,2025-02-21 20:00:00,405,575,8,0,General Account Update
6892,113,2025-02-24 16:00:00,459,295,122,1,General Inquiry
6893,100,2025-01-13 09:00:00,299,566,8,0,General Account Update
6894,142,2025-01-24 14:00:00,194,654,64,1,General Account Update
6895,108,2025-02-10 16:00:00,182,781,28,0,General Account Update
6896,167,2025-02-11 14:00:00,31,487,34,1,Billing Query
6897,127,2025-03-02 13:00:00,229,430,66,0,Technical Issue
6898,108,2025-02-25 08:00:00,342,438,130,1,Cancel Service
6899,165,2025-02-15 11:00:00,52,542,84,1,Account Access
6900,115,2025-02-22 10:00:00,355,321,15,0,Account Access
6901,168,2025-01-19 18:00:00,31,325,105,1,Cancel Service
6902,155,2025-01-30 10:00:00,173,439,25,1,Billing Query
6903,166,2025-02-24 12:00:00,134,522,20,0,Account Access
6904,170,2025-02-21 11:00:00,322,236,86,1,General Inquiry
6905,112,2025-01-25 17:00:00,200,347,35,1,Account Access
6906,165,2025-02-01 17:00:00,317,452,52,0,Cancel Service
6907,168,2025-01-08 11:00:00,478,427,132,0,Technical Issue
6908,114,2025-01-13 13:00:00,86,441,129,0,Technical Issue
6909,110,2025-01-08 09:00:00,492,492,44,0,Account Access
6910,171,2025-02-09 08:00:00,309,201,40,1,General Inquiry
6911,129,2025-01-21 15:00:00,268,514,60,1,Technical Issue
6912,172,2025-02-26 20:00:00,460,549,147,0,Technical Issue
6913,141,2025-02-03 17:00:00,160,828,63,0,General Account Update
6914,141,2025-01-19 18:00:00,302,109,149,1,General Inquiry
6915,163,2025-01-04 18:00:00,497,479,83,1,Cancel Service
6916,123,2025-01-11 11:00:00,221,383,124,0,Cancel Service
6917,150,2025-01-09 11:00:00,338,430,117,1,Account Access
6918,157,2025-01-18 18:00:00,121,480,89,1,Cancel Service
6919,107,2025-01-23 18:00:00,256,541,83,1,Account Access
6920,132,2025-02-23 19:00:00,106,127,52,1,General Inquiry
6921,120,2025-01-17 08:00:00,483,425,91,0,Cancel Service
6922,118,2025-01-22 09:00:00,348,130,91,1,General Inquiry
6923,106,2025-01-14 14:00:00,491,351,138,1,Billing Query
6924,135,2025-02-16 15:00:00,214,516,124,1,Cancel Service
6925,178,2025-01-12 18:00:00,54,563,132,1,General Account Update
6926,137,2025-02-01 09:00:00,26,310,12,1,Billing Query
6927,111,2025-01-05 19:00:00,79,477,68,1,Technical Issue
6928,101,2025-02-16 20:00:00,201,517,88,1,Cancel Service
6929,120,2025-01-02 11:00:00,344,346,40,1,Billing Query
6930,173,2025-01-15 13:00:00,336,491,149,1,Cancel Service
6931,123,2025-01-16 20:00:00,274,194,104,0,General Inquiry
6932,151,2025-02-11 19:00:00,263,456,15,0,Account Access
6933,105,2025-01-22 08:00:00,338,405,27,1,Cancel Service
6934,179,2025-01-27 14:00:00,420,399,28,1,Cancel Service
6935,106,2025-03-01 16:00:00,334,371,130,1,Billing Query
6936,162,2025-02-12 12:00:00,290,497,127,1,Account Access
6937,129,2025-01-11 15:00:00,300,255,130,1,General Inquiry
6938,100,2025-02-07 09:00:00,142,304,77,1,Account Access
6939,104,2025-01-27 11:00:00,153,555,95,0,General Account Update
6940,109,2025-01-15 10:00:00,65,676,142,1,Billing Query
6941,179,2025-02-18 10:00:00,196,250,57,1,General Inquiry
6942,117,2025-02-11 12:00:00,280,298,34,1,Account Access
6943,159,2025-03-02 09:00:00,266,504,87,1,Technical Issue
6944,143,2025-01-15 14:00:00,116,503,148,1,Technical Issue
6945,135,2025-02-24 15:00:00,280,330,109,1,Billing Query
6946,170,2025-01-30 15:00:00,302,544,149,1,Billing Query
6947,154,2025-02-12 16:00:00,329,845,100,0,General Account Update
6948,103,2025-01-02 13:00:00,262,514,48,1,Account Access
6949,169,2025-03-01 20:00:00,375,318,41,1,Account Access
6950,147,2025-01-24 17:00:00,453,519,46,1,Cancel Service
6951,136,2025-01-24 14:00:00,121,503,137,1,Cancel Service
6952,130,2025-02-02 12:00:00,92,482,120,1,Technical Issue
6953,118,2025-02-23 15:00:00,420,815,133,0,General Account Update
6954,152,2025-02-08 12:00:00,141,334,13,1,Cancel Service
6955,145,2025-02-22 19:00:00,106,532,44,1,Billing Query
6956,106,2025-01-26 08:00:00,168,754,59,0,General Account Update
6957,171,2025-02-21 17:00:00,44,123,38,0,General Inquiry
6958,115,2025-02-13 19:00:00,492,450,115,1,Technical Issue
6959,103,2025-02-17 15:00:00,58,378,37,1,Account Access
6960,105,2025-02-26 10:00:00,131,442,24,1,Cancel Service
6961,132,2025-02-15 10:00:00,281,778,33,0,General Account Update
6962,121,2025-02-25 16:00:00,413,396,122,1,Account Access
6963,133,2025-01-12 18:00:00,312,511,126,1,Cancel Service
6964,116,2025-02-10 09:00:00,282,738,9,1,General Account Update
6965,171,2025-01-19 14:00:00,100,521,75,1,Account Access
6966,107,2025-01-08 15:00:00,272,415,27,1,Account Access
6967,108,2025-02-16 14:00:00,288,603,135,1,General Account Update
6968,157,2025-01-21 16:00:00,283,108,42,1,General Inquiry
6969,121,2025-01-24 12:00:00,286,126,95,1,General Inquiry
6970,174,2025-02-20 17:00:00,181,262,95,0,Account Access
6971,133,2025-02-03 20:00:00,366,498,37,1,Technical Issue
6972,133,2025-01-02 18:00:00,16,285,36,1,Cancel Service
